unmatched log - 2026-03-13T05:52:21.725Z
合計: 1050行

案件管理番号 | システム名 | 対応内容
2024101100002 | COP_M00365 | 月次バッチでおうち割光セット適用判定を実施し割引終了時にCindy通知トリガーを設定する
2024101100002 | KIIRO_M00487 | 申込内容確認書におうち割光セット（A）（ケーブルライン）申込キャンペーンを印字する
2024101100002 | KIIRO_M00487 | 料金一覧・CP別紙に対象プロダクトと割引内容・受付時注意文言を印字する
2024101100002 | DWH_M00853 | COPから受領したおうち割光セット適用情報とケーブルライン識別子を保持・更新する
2024101100002 | DWH_M00853 | ケーブルライン種別に応じて先頭6桁識別ロジックで光電話種別を分類し集計可能とする
2024101100002 | Cindy_M00364 | 月次バッチ結果に基づきおうち割光セット割引終了時のYM顧客向け通知メッセージを送信する
2024101100002 | Veritas_M00413 | おうち割光セット（A）（ケーブルライン）に関する料金仕様設定とキャンペーン紐付けを更新する
0000020091896 | COP_M00365 | 支払情報管理テーブルのbank_id「0118」を「0117」に一括更新するデータパッチ実施
0000020091896 | COP_M00365 | データパッチ対象抽出条件（pymt_cde='02'等）を「0118」口振レコードに限定して設定
0000020091896 | COP_M00365 | delete_ind='N'かつeffective_dt_to>='2025/03/21'の有効レコードのみパッチ対象とする条件設定
0000020091896 | COP_M00365 | 有効開始日が2030年以降の将来日レコードも含めて「0118」レコードをパッチ対象とするロジック適用
0000020091896 | COP_M00365 | 支店コード変換ロジックをPaymentとの擦り合わせ結果に基づき適用し支店不整合を解消
0000020091896 | COP_M00365 | パッチ実行後に対象B#リストのキーファイルをBillingへPortam連携するバッチ処理を実行
0000020091896 | COP_M00365 | パッチ対象B#一覧を業務部門へ出力し統合履歴登録用データとして提供
0000020091896 | Chronos Billing_M00312 | COPから受領したキーファイルを取り込み該当B#の請求情報を自動再計算
0000020091896 | Chronos Billing_M00312 | 再計算後の請求結果から「0118」向け請求が発生しないことを検証するチェック処理実施
0000020091896 | ChronosPayment | 93MT相当ファイルを生成しCATS・COP連携用にアクティブB#の銀行ID更新データを作成
0000020091896 | ChronosPayment | B#ステータスCSを対象外とする93MTロジックの前提を整理し今後の改修検討用に条件を明文化
0000020091896 | ChronosPayment | DWHから銀行ID「0118」該当B#一覧を抽出しCOPパッチ・93MT作成用のインプットデータを作成
0000020091896 | 新CATS | Paymentからの93MTデータを受信しCOP連携用にフォーマット変換・ファイル連携を行うインタフェース処理
0000020091896 | 新CATS | 93MTファイルを媒体レスでCOPに連携するフローを定義しDVD授受部分を論理的に省略
0000020091896 | MARS_M00306 | 銀行マスタに「0117：青森みちのく銀行」を反映し「0118：みちのく銀行」を削除するマスタ更新
0000020091896 | MARS_M00306 | 試験系銀行マスタを2025/02/07までに更新しCOPリファレンス試験を可能にするスケジュール設定
0000020091896 | DWH_M00853 | 「0118：みちのく銀行」が設定されたB#を全件抽出するクエリ・ジョブを作成し一覧を出力
0000020091896 | DWH_M00853 | 抽出一覧からサ中・解約済み別の件数集計を行い93MT更新対象・パッチ対象の範囲を確認
2024120300001 | COP_M00365 | C#・B#・U#情報登録時の国籍自動判定結果に複製版審査要素の値を登録し既存ロジックを維持
2024120300001 | OLS_M00494 | 記載なし（本案件では閾値変更対象外として別案件起票と記載）
2024102500004 | Veritas_M00413 | 電話番号一覧照会で解約済回線を「解約日－1日」依存なくB#基準で参照可能に変更
2024102500004 | Veritas_M00413 | 滞納不問ホワイトリスト照会時に登録B#を優先して不問判定する検索ロジックへ変更
2024102800007 | CaMP_M00053 | Himalaya経由MNPの代理店手数料支払額を通常より増額して計上するインセンティブ計算ロジックを追加
2024102800007 | CaMP_M00053 | Himalaya経由MNPの短期解約・8日間キャンセル発生時に専用戻入金額を算出・請求する処理を追加
2024102800007 | CaMP_M00053 | Get Ready経由契約を通常受付と同一インセンティブルールで判定する支払判定ロジックを変更
2024102800007 | SCMOne_M00403 | Himalaya経由eSIM単体契約の取引情報をApple向け代理店手数料支払用データとして連携するIFを変更
2024102800007 | SCMOne_M00403 | Himalaya経由のMNP専用インセンティブ・戻入金額を管理する金額属性項目を追加
2024102800007 | COP_M00365 | Himalaya経由MNP契約を対象に増額インセンティブ条件を判定しCOP登録時に反映する処理を追加
2024102800007 | COP_M00365 | Himalaya経由MNPの解約・キャンセル時に専用戻入金額で逆仕訳を行う処理を追加
2024102800007 | DWH_M00853 | Get Ready目印および業務種別フラグを格納しApple IRO契約を分析可能にするテーブル項目を追加
2024102800007 | DWH_M00853 | carrierOrderStatusやapplicationFlow等の新API情報を蓄積するステータステーブルと格納処理を追加
2024102900025 | Cindy_M00364 | 記載なし
2024102900025 | CASIS_M00125 | 記載なし
2024102900025 | Web情変_M00019 | 記載なし
2024102900025 | MGS_M00049 | 記載なし
2024102900025 | 販売管理ｼｽﾃﾑ_M00050 | 記載なし
2024102900025 | CaMP_M00053 | 記載なし
2024102900025 | MARS_M00306 | 記載なし
2024102900025 | Chronos Billing_M00312 | 記載なし
2024102900025 | CindyM_M00648 | 記載なし
2024102900025 | OLS_M00494 | 記載なし
2024102900025 | NFA_M00632 | 記載なし
2024102900025 | NFA2.0_M00802 | 記載なし
2024102900025 | SCMOne_M00403 | 記載なし
2024102900025 | KIIRO_M00487 | 記載なし
2024102900025 | Cafe_M00875 | 記載なし
2024102900025 | Lampas_M00881 | 記載なし
2024102900025 | DWH_M00853 | 記載なし
2024102900025 | Kiwi_M00672 | 記載なし
2024102900025 | CLS_M00676 | 記載なし
2024102900025 | トークン_M00567 | 記載なし
2024102900025 | G10（システム名の正式名称記載なし） | 直投後に随時整合状態を確認する当日チェック機能を追加
2024102900025 | G10（システム名の正式名称記載なし） | 有効日入力補助により適用可能な日付のみ選択可能とする入力制御を実装
2024102900025 | G10（システム名の正式名称記載なし） | 顧客付加情報登録時に必須組み合わせ不足を検知しワーニングを表示する機能を追加
2024102900025 | G10（システム名の正式名称記載なし） | C#やB#変更手続きにおける２オペ処理を１オペ対応とする登録処理ロジックを追加
2024102900025 | G10（システム名の正式名称記載なし） | 入力ミス防止のため選択肢を絞り込み不正な組み合わせ選択を制限する機能を実装
2024102900025 | CCOM（システム名の正式名称記載なし） | 複数チャネル同時申込時の申込追い越しエラーを検知し事前にブロックするチェックを追加
2024102900025 | G13（システム名の正式名称記載なし） | 全処理データ抽出と集約機能を実装しVeritasチェック用データとして出力する処理を追加
2024102800007 | CaMP_M00053 | Apple OLS契約において契約種別情報を受信しMNP・番号移行判定ロジックを追加
2024102800007 | CaMP_M00053 | MNP・番号移行契約のみApple向け獲得インセンティブを22,000円に増額計上する処理を追加
2024102800007 | CaMP_M00053 | Himalaya経由MNP・番号移行の短期解約や8日間キャンセル時に増額分含む戻入計上処理を追加
2024102800007 | CaMP_M00053 | SCMOne_M00403連携用のインセンティブ明細データに増額分を含め出力する連携項目を追加
2024102800007 | SCMOne_M00403 | CaMP_M00053から受信した増額インセンティブ情報を明細へ反映する計上ロジックを追加
2024102800007 | DWH_M00853 | Apple連携受付データにGetReadyフラグ項目を新設しマートへ格納する処理を追加
2024102800007 | DWH_M00853 | Appleから連携された受付業務種別を格納する新項目を追加し抽出対象へ設定
2024102800007 | DWH_M00853 | Apple OLS関連の新設項目を既存マート構造に組み込み分析用ビューを拡張
2024102800007 | その他オンラインショップ関連システム | Apple OLS経由申込でのインセンティブ支払いおよび戻入処理条件を調整
2024102800007 | CCOC_M00321 | OLS_M00494からのデータ経路を見直しCaMP_M00053連携までのトランザクション整合性を確保
2024112200011 | GINIE | YM契約の機種変更受付において、USIM制御とSIM再発行対象可否ロジックを追加実装する
2024112200011 | GINIE | CASIS認証結果に基づき未成年・多回数申込・解約済等の受付不可判定と店頭誘導エラー表示を追加する
2024112200011 | SB OLS（YM/LM-OLSフロント） | 申込区分選択画面に「機種変更（pSIM/eSIM単体）」を追加し、対象8パターンを受け付ける画面遷移を実装する
2024112200011 | SB OLS（YM/LM-OLSフロント） | eSIM申込時のメールアドレス入力・OTP二要素認証画面を新設し、CASIS認証と連携させる
2024112200011 | SB OLS（YM/LM-OLSフロント） | 申込内容確認・同意画面でSIM機種変更専用の注意事項・同意文言を表示し必須チェックを取得する
2024112200011 | SB OLS（YM/LM-OLSフロント） | 申込完了画面から既存「004：審査開通型 for eSIM」「001：Web完結型」への受注区分振り分け連携を追加する
2024112200011 | YM/LM-OLS NFA連携（NFA_M00632） | OLS受付データをNFAに連携し、受付履歴表示・メール配信トリガー・強制処理制御をSIM機種変更向けに拡張する
2024112200011 | OLS_Care（芝公園センター） | pSIM/eSIM単体機種変更における受注キャンセル・持ち戻り・初期不良再出荷のオペレーション画面制御を追加する
2024112200011 | OLS_Care（芝公園センター） | 強制キャンセル・強制切替結果を確認し、必要に応じて倉庫再出荷やステータス修正ができる機能を拡張する
2024112200011 | SCMOne_M00403 | pSIM/eSIM単体機種変更の出荷指示・持ち戻り・再出荷・倉庫指定・配送日時指定処理を移動機機変同等ルールで処理するよう変更する
2024112200011 | SCMOne_M00403 | pSIM同梱物として手続き説明書面を自動同梱するための梱包指示・同梱物制御ロジックを追加する
2024112200011 | CASIS | YMOLS機種変更におけるLv2認証（二要素認証）設定を維持し、eSIM単体申込時にメールOTP認証を連携実行する
2024112200011 | CASIS | 認証結果をOLS・NFAへ連携し、未成年・対象外契約・プラン条件に応じた受付可否・eSIM型番投げ分けに利用するIFを拡張する
2024112200011 | KIIRO_M00487 | YMOLS機種変更申込の内容確認書面・アクティベーション案内書面を出力し、MyYMへの電子格納か郵送の分岐を制御する
2024112200011 | KIIRO_M00487 | pSIM形状変更時に同梱する手続き説明書面のテンプレート管理と出力指示を追加する
2024112200011 | CaMP_M00053 | YMOLS SIM機種変更獲得時の継続手数料を半額とするインセンティブ計算ロジックを追加実装する
2024112200011 | Chronos Billing_M00312 | 機種変更事務手数料3,500円とオンライン手数料免除特典CPコード8152連携に対応した課金・値引き処理を追加する
2024112200011 | Web情変_M00019 | MyYMからの書面電子格納・履歴閲覧メニューにKIIRO帳票（申込確認・アクティベーション案内）への導線表示を追加する
2024112200011 | CLS_M00676 | 回線切替（IVR/WEB）の案内文言をSIM機種変更ケースに合わせて修正し、OLSからの誘導メッセージを更新する
2024112200011 | Kiwi_M00672 | SIM機種変更関連FAQ・案内ページの文言を新受付仕様（機種変更／持込機種変更）に合わせて更新する
2024112600012 | Chronos Billing_M00312 | OLS配送料専用料金項目IDを受け取り他明細と識別可能な明細作成ロジックを追加
2024112600012 | Chronos Billing_M00312 | 配送料明細に勘定科目「7230001：運搬費」を設定しSAP連携データを生成する処理を追加
2024112600012 | Chronos Billing_M00312 | B#ベースで配送料の請求タイミングと債券種別コードを設定する料金生成ロジックを追加
2024112600012 | Chronos Billing_M00312 | 通信料同等としてPaymentへブランク種別で配送料を連携するデータ連携処理を追加
2024112600012 | KIIRO_M00487 | 付属品割賦の機種代金通知書に配送料項目を追加表示する帳票レイアウトと項目マッピングを実装
2024112600012 | KIIRO_M00487 | 付属品一括の購入代金通知書に配送料項目を追加表示する帳票レイアウトと項目マッピングを実装
2024112600012 | KIIRO_M00487 | 既存契約あり申込では配送料を月次請求書のみで表示し帳票側は非表示とする制御を追加
2024112600012 | DWH_M00853 | OLSマートb_ols_オンライン申込情報allに配送料データを既存項目「送料」として蓄積する連携処理を追加
2024120300001 | かんてつ | GINIEからの代理人フラグをCCOCへ連携するインターフェース処理を追加
2024120400013 | かんたん手続き | 記載なし
2024120400013 | Jafar | 記載なし
2024120600013 | ブラウザ | GINIEの委任状画面プリンタダイアログで両面印刷選択UIを無効化し選択不可とする制御追加
2024120600013 | ブラウザ | 京セラ製プリンタ向け印刷処理において両面印刷設定を送信しないロジックへ変更
2024120600014 | ブラウザ | GINIEログイン後TOP画面にてタブ新規起動の読み込み順序制御を変更する
2024120600014 | ブラウザ | ブックマーク押下時のコンテンツ読み込みを押下順に逐次実行するロジックを追加する
2024120600014 | ブラウザ | 二つ目以降のタブは一つ目コンテンツ表示完了後に読み込み開始する制御を実装する
2024121800014 | GINIE | 本人確認書類読込画面の画像種別プルダウンに運転経歴証明書を追加し選択可能とする改修
2024121800014 | GINIE | 店頭受付時の本人確認書類読込機能で運転経歴証明書をOCR読取対象に追加し氏名等を取得する改修
2024121800014 | GINIE | 運転経歴証明書のOCR結果（照合番号除く）を契約者情報入力画面へ自動反映し編集可能とする改修
2024121800014 | GINIE | 運転経歴証明書読取時に本人確認書類区分として運転経歴証明書を審査PFへ連携するIFを追加する改修
2024121800014 | GINIE | 運転経歴証明書読取時に本人確認書類区分と確認書タイプコード29をDWHへ連携するIFを追加する改修
2024121800014 | GINIE | 運転経歴証明書読取時に本人確認書類種別を本人確認記録COPへ連携するインターフェースを追加する改修
2024121800014 | GINIE | 不正クルーチェックロジックの対象書類に運転経歴証明書を追加し運転免許証同等の判定を行う改修
2024121800014 | かんたん手続き | 本人確認書類読込画面の画像種別プルダウンに運転経歴証明書を追加し選択可能とする改修
2024121800014 | かんたん手続き | 運転経歴証明書のOCR結果（氏名・住所等）を登録導線へ自動反映し修正可能とする改修
2024121800014 | IRIS | SoftBank ID発行・ID確認時の本人確認書類名称一覧に運転経歴証明書を追加し選択可能とする改修
2024121800014 | IRIS | 運転経歴証明書選択時もOCRによる氏名・住所自動反映を行わないよう画面仕様を維持する制御改修
2024121800015 | GINIE | マイナンバーカードICチップ読取結果から氏名・性別・生年月日・住所を契約者情報画面へ自動貼り付けする処理を追加
2024121800015 | GINIE | 住所クレンジング結果を受けた郵便番号を契約者情報画面の郵便番号欄へ自動設定する処理を追加
2024121800015 | GINIE | 契約者情報画面に「住所検索」ボタンを配置し、押下時に郵便番号候補選択ポップアップを表示する機能を追加
2024121800015 | GINIE | 住所検索ポップアップでCafeから受信した第1位〜第5位の郵便番号候補リストをプルダウンまたはドラムロール形式で表示する機能を追加
2024121800015 | GINIE | 郵便番号候補第1位をデフォルト選択状態で表示し、クルーが別候補へ変更可能とするUI制御ロジックを追加
2024121800015 | GINIE | 「別候補検索」ボタンを既存画面から削除し、運転免許証対応時の仕様と同一のレイアウトに変更
2024121800015 | GINIE | 郵便番号をクルー手入力した場合でも住所と郵便番号をそのまま登録可能とする既存手入力フローを継続実装
2025010700001 | Web情変_M00019 | 記載なし
2025010800007 | GINIE | [店頭SB・YM機種変更受付画面]において前回機種購入日から9ヶ月＋1日以上かを判定するロジックへ変更
2025010800007 | かんてつ | [簡単手続き機種変更受付機能]において支払方法別判定を廃止し9ヶ月＋1日基準で受付可否を判定する処理を追加
2025010800007 | OLS_M00494 | [SB・YMオンライン機種変更申込画面制御]で割賦機種変更の受付可否を前回購入日から9ヶ月＋1日以上に統一する判定へ変更
2025010800007 | NFA_M00632 | [オンライン非対面審査連携機能]で機種変更割賦審査時の機種利用期間チェックを9ヶ月＋1日以上判定に変更
2025010800007 | BFS | [法人向け機種変更受付機能]において前回機種購入日から9ヶ月＋1日以上かを一律基準で判定するロジックに変更
2025010800007 | Veritas_M00413 | [機種変更審査ロジック]においてSB・YM割賦の機種利用期間閾値を支払方法問わず9ヶ月＋1日以上に変更
2025010800007 | 統一審査基準確認ツール | [Softbank＞ポストペイド＞個人＞割賦ルール画面]で口座振替およびクレジットカードの条件表示を9ヶ月＋1日以上に統一する文言へ変更
2025010800007 | クルーナビ（SB） | [機種変更割賦条件掲載ページ]においてクレカ1ヶ月＋1日・口座振替6ヶ月＋1日の記載を削除し9ヶ月＋1日以上に統一して表示する
2025010800007 | クルーナビ（YM） | [機種変更割賦条件掲載ページ]において支払方法別の利用期間条件を廃止し9ヶ月＋1日以上に統一する文言へ変更
2025011500013 | 記載なし | GINIEの販売価格入力画面で販売価格0円時に注意喚起ポップアップを表示する処理を追加
2025011500013 | 記載なし | GINIEのトクサポ特典利用内容確認画面で「キット直送」選択時にキット送付先住所を表示する処理を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン設定画面のデータプラン項目にデータプラン毎の指定機能を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン設定画面でデータシェアのシェア容量単位を対象条件として追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン設定画面で基本プラン内プランID単位の料金プラン指定機能を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン設定画面の機種グループマスタを最新情報に更新し選択可能範囲を拡大
2025011500015 | CCOC_M00321 | 新機種・新SIM発売時に機種グループマスタを自動または定期更新する処理を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン対象業務選択項目にサービス変更や移動機物販関連業務を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン対象業務選択項目に番号移行を追加し設定可能範囲を拡大
2025011500015 | CCOC_M00321 | 緊急キャンペーン出し分け条件に取次店コード一部桁数指定ロジックを追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン出し分け条件にチャネルコード指定項目を追加
2025011500015 | CCOC_M00321 | 緊急キャンペーン出し分け条件にYM特殊チャネルマスタ指定機能を追加
2025011500015 | CCOC_M00321 | 臨時オプション設定画面に取次店コード全桁指定条件を追加
2025011500015 | CCOC_M00321 | 臨時オプション設定画面に取次店コード一部桁指定条件を追加
2025011500015 | CCOC_M00321 | 臨時オプション設定画面にYM特殊チャネルマスタ指定条件を追加
2025011500015 | CCOC_M00321 | 臨時オプション設定画面の制御条件にプランID指定項目を追加
2025011500015 | CCOC_M00321 | 臨時オプション対象業務選択項目にサービス変更や情報変更(移動機オプション変更)を追加
2025011500015 | CCOC_M00321 | 臨時オプション対象業務選択項目に特典利用・保証適用・他社MNP・番号移行を追加
2025011500015 | 記載なし | GINIEについての具体的な画面・機能単位の改修内容記載なし
2025011500019 | 記載なし | 帰国者向け即時精算画面にクレカ支払い回線エラーチェックを追加
2025011500019 | 記載なし | 帰国者向け即時精算画面にクレカ支払い時「即時精算不要」メッセージを表示
2025011500019 | 記載なし | 即時精算チェックロジックに米軍13店舗クレジット（N）例外通過条件を追加
2025011500019 | 記載なし | 即時精算チェックロジックで暫定窓口払い（窓変Y）をエラー対象外とする条件を追加
2025011500019 | 記載なし | カロリーメイト画面を新設しクレカ支払い時の即時精算不要案内文言を表示
2025011500019 | 記載なし | 本人確認書類OCR取得「姓名」「生年月日」と契約者情報の突合ロジックを追加
2025011500019 | 記載なし | IC情報に「姓名」「生年月日」ありの場合はIC情報優先で契約者情報と突合する処理を追加
2025011500019 | 記載なし | ICに必要情報が無い場合にOCR情報で契約者情報と突合するフォールバック処理を追加
2025011500019 | 記載なし | 突合不一致時にエラーまたはワーニングを画面表示する機能を追加
22025011500020 | 記載なし | b_icv_ginie受付基本情報マートに代表受付番号項目を追加し、商材まとめ登録SYと紐付け可能にする改修
22025011500020 | DWH_M00853 | b_icv_ginie受付基本情報マートに代表受付番号項目を追加し格納する処理を実装
2025012200001 | GINIE | 本人確認書類選択画面で18歳未満契約者の保険証選択を不可とする制御を追加
2025012200001 | GINIE | 代理人本人確認書類の注意文言を保険証受付停止を反映した内容に変更する
2025012200001 | GINIE | 家族確認書類選択画面に資格確認書を追加し受付可能となるよう制御する
2025012200001 | GINIE | 法人在籍確認書類選択画面に資格確認書を追加し受付可能となるよう制御する
2025012200001 | GINIE | キャンペーン証明書類選択画面に資格確認書を追加し対象CPで選択可とする
2025012200001 | GINIE | トクサポ/下取り申込時に保険証を証明書類として選択不可とする制御を追加
2025012200001 | GINIE | トクサポ/下取り申込画面に証明書発行元入力欄を追加し種別別必須判定を行う
2025012200001 | GINIE | 証明書発行元欄からクルーナビPDFへのリンクを表示し発行元確認を容易にする
2025012200001 | GINIE | 申込書兼同意書のレイアウトに証明書発行元欄を追加し印字出力を行う
2025012200001 | GINIE | 資格確認書をマスキングツール対応書類に追加し氏名等を自動マスク可能とする
2025012200001 | GINIE | 資格確認書読込時に白紙チェック処理を適用し未記入書類を検知可能とする
2025012200001 | かんたん手続き | 本人確認書類選択画面で18歳未満契約者の保険証選択を不可とする
2025012200001 | かんたん手続き | 家族確認書類・法人在籍確認書類で資格確認書を選択可能とする
2025012200001 | かんたん手続き | トクサポ/下取り申込時に保険証選択不可・資格確認書選択可とする
2025012200001 | BFS | 法人担当者在籍確認書類に関する注意文言を保険証受付停止内容へ修正する
2025012200001 | SB-OLS | 使用者本人確認書類で18歳未満契約者が保険証を選択不可となるよう制御する
2025012200001 | SB-OLS | セルフ解約等における家族確認書類で資格確認書を選択可能とする制御を追加
2025012200001 | YM-OLS | 使用者本人確認書類で18歳未満契約者の保険証選択を不可とする制御を追加
2025012200001 | LM-OLS | LINEMO譲渡サイトで契約者本人確認書類から保険証選択を除外する制御を追加
2025012200001 | 法人-OLS | 法人在籍確認書類に資格確認書を追加し法人申込で選択可とする
2025012200001 | セルフ（公式アプリ含む） | 本人確認書類選択で18歳未満契約者の保険証選択不可制御を実装
2025012200001 | セルフ（公式アプリ含む） | キャンペーン証明書類選択に資格確認書を追加し受付する
2025012200001 | 専用WEB（解約・譲渡サイト） | 各種説明文から健康保険証記載を削除し資格確認書を追記
2025012200001 | 料金シミュレータ | 見積書レイアウトから健康保険証に関する記載行を削除する
2025012200001 | 料金シミュレータ | 本人確認書類選択候補から健康保険証を除外し資格確認書を追加する
2025012200001 | MySB／MYYM／MyMENU | 利用案内画面の健康保険証記載を削除し資格確認書追記を行う
2025012200001 | CORELiS／care | スクリプト・ガイダンス内の保険証表示を削除し資格確認書記載へ変更する
2025012200001 | GINIE POS | トクサポ/下取り受付時の証明書類で保険証選択不可制御を追加する
2025012200001 | KIIRO_M00487 | MySB等からの事業法帳票出力時に資格確認書扱いを反映した帳票を出力する
2025012200001 | WNF | 接客ナビ上の健康保険証記載を削除し資格確認書対応内容を表示する
2025012200001 | WNF | 来店予約画面から健康保険証に関する記載を削除し案内内容を更新する
2025012200001 | CaMP_M00053 | 本施策が代理店精算対象外である旨を管理し追加精算処理を発生させない
2025012200001 | MGS_M00049 | 記載なし
2025012200001 | 販売管理ｼｽﾃﾑ_M00050 | 記載なし
2025012200001 | MARS_M00306 | 記載なし
2025012200001 | Chronos Billing_M00312 | 記載なし
2025012200001 | Cindy_M00364 | 記載なし
2025012200001 | KIIRO_M00487 | 上記以外の本施策固有の改修内容は記載なし
2025012200001 | トークン_M00567 | 記載なし
2025012200001 | CindyM_M00648 | 記載なし
2025012200001 | NFA2.0_M00802 | 記載なし
2025012200001 | Similis_M00817 | 記載なし
2025012200001 | Cafe_M00875 | 記載なし
2025012200001 | CASIS_M00125 | 記載なし
2025012200001 | Lampas_M00881 | 記載なし
2025012200001 | Kiwi_M00672 | 記載なし
2025012200001 | CLS_M00676 | 記載なし
2025012200011 | GINIE | 顧客照会画面（端末版）で定額S契約の継続特典受取実績と直近引換可能期間を表示する処理を追加
2025012200011 | GINIE | 顧客照会TOP画面にて定額／定額S特典対象ユーザーへ既存定額OP同様の特典案内ポップアップを表示するロジックを追加
2025012200011 | CORELIS | Care特典履歴照会画面の継続利用特典欄に店頭スマホサポート定額／定額Sの特典履歴・引換期間情報を連携し表示する処理を追加
2025012200011 | OLS_M00494 | セルフ特典履歴照会画面において定額S契約の特典受取履歴および直近引換可能期間を既存定額OP同等の形式で表示する処理を追加
2025012200011 | GINIE | アクセサリークーポン登録画面（端末版）の特典名称を「店頭スマホサポート定額／定額S（フルプラン）継続利用特典」と表示するラベル定義を変更
2025012200011 | GINIE | 特典受取関連の他画面で「店頭スマホサポート定額」と表示しているサービス名称を「店頭スマホサポート定額／定額S」に一括変更する画面表示制御を変更
2025012800004 | GINIE（名称は資料表記のまま） | 使用者情報画面における「本人確認書類」項目表記を「年齢情報」に変更し選択肢を更新
2025012800004 | GINIE | 使用者情報画面の確認書類カメラ読込項目を必須化し、本人確認書類／年齢確認書類の選択プルダウンを追加
2025012800004 | GINIE | 新規・MNP・番号移行・契約変更・機種変更・情報変更・譲渡・承継で契約者≠使用者時のみ読込必須制御を追加
2025012800004 | GINIE | 使用者情報画面に「家族確認書類（任意）」カメラ読込項目を新設し、対応書類リストと説明文を表示
2025012800004 | GINIE | 使用者確認書類・家族確認書類読込画面に既存マスキングツールとAIマスキング機能を適用
2025012800004 | GINIE | 使用者確認書類読込時の白紙チェック機能を既存仕様に倣い実装し、異常時ワーニング表示を行う
2025012800004 | GINIE | ICチップ読取・OCRを活用するため、使用者確認書類カメラボタンの表示位置を使用者情報欄の上部へ移動
2025012800004 | GINIE | マイナンバーカードのICチップ情報から取得した氏名・カナ・生年月日・性別を使用者欄へ自動貼付
2025012800004 | GINIE | 運転免許証・在留カード等のOCR読み取り結果から氏名・カナ・生年月日・性別を使用者欄へ自動貼付
2025012800004 | GINIE | ICチップ情報取得時は使用者氏名等の入力欄を編集不可とし、ICチップ情報を優先する制御を追加
2025012800004 | GINIE | 使用者本人確認書類がICチップ対応書類の場合に真贋チェック用ICチップ読取処理を追加
2025012800004 | GINIE | ICチップ情報と券面情報の照合結果を表示する目視チェック画面を使用者本確向けに追加
2025012800004 | GINIE | 使用者確認書類・家族確認書類の書類区分・種別コードを既存インターフェースでDWH_M00853へ連携
2025012800004 | GINIE | 使用者確認書類および家族確認書類の画像データを申込番号と紐づけてSCCMへ送信する機能を追加
2025012800004 | GINIE | 「年齢情報」項目の説明文・リンク先PDFをSNS事業者への年齢情報提供内容に合わせて更新
2025012800004 | GINIE | 情報変更および譲渡・承継（YM）での使用者情報登録・変更画面に使用者本人確認書類読込項目を新設
2025012800004 | GINIE | 家族確認書類読込画面に対しOCR・ICチップ読取を行わずマスキングのみ適用する仕様を追加
2025012800004 | GINIE | フリーモード受付時にも使用者確認書類必須化・マスキング・自動入力等の機能が動作するよう制御を追加
2025012800004 | GINIE | ジャパネット・受託型MVNOの店頭受付時にも使用者確認書類必須化機能が適用されるよう制御を追加
2025012800004 | GINIE | 「お客様確認事項」欄の出し分け条件は変更せず、本施策機能のみ追加する設定を保持
2025012800004 | GINIE | ICチップ読取のスキップ回数制御を契約者と別カウンタで持ち、初期値を契約者と同一に設定
2025012800004 | SCCM（資料表記） | GINIEから連携される使用者確認書類・家族確認書類の画像データを格納しCCOC表示に提供
2025012800004 | OLS_M00494 | 対面販路のうち代理店OLS受付における使用者確認書類必須化・ICチップ読取機能の連携可否を反映
2025012800004 | NFA_M00632 | 対面チャネル制御一覧上で本施策対象業務にフラグを設定し真贋チェック同様の受付制御を適用
2025012800012 | OneGINIEブラウザ | 本人確認書類撮影画面で被写体タッチ位置にフォーカスを合わせる機能を追加
2025012800012 | OneGINIEブラウザ | オートフォーカス処理で木目調など複雑背景のピント完了時間を短縮するロジックに変更
2025012800012 | OneGINIEブラウザ | iPad GINIE各機種のカメラ特性を調査し機種別フォーカス設定パラメータを見直し適用
2025012800012 | OneGINIEブラウザ | かんたん手続き・IRIS等で利用するカメラ機能へのフォーカス改修影響有無を調査し必要に応じ調整
2025020500015 | 記載なし | かんたん手続きシステム内での付属品販売ロジック変更内容の詳細記載なし
2025020500015 | 記載なし | Jafarシステム内での付属品関連処理変更内容の詳細記載なし
2025030500010 | OneGINIEブラウザ | GINIEログイン前ブックマーク一覧画面に新設ボタンを追加し編集画面へ遷移させる改修
2025030500010 | OneGINIEブラウザ | PC GINIEのブックマーク一覧（ログイン前）画面に既存仕様準拠の新設ボタンを追加する改修
2025030500010 | OneGINIEブラウザ | YMブックマーク一覧画面上で新設ボタンを既存位置から5mm下に配置する画面調整
2025030500010 | OneGINIEブラウザ | ブックマークマスターメンテナンス画面に『name』入力欄をIDとグループ名の間へ追加する改修
2025030500010 | OneGINIEブラウザ | ブックマークごとに設定された『name』を用いてブックマークを呼び出せるようロジックを追加する改修
2025030500018 | GINIE | 量販チャネルコードR01等で店頭スマホサポート業務メニュー表示をA003設定値により出し分ける
2025030500018 | GINIE | 量販チャネルコードを店頭スマホサポート定額／ショットの受付対象チャネルとして制御を変更する
2025030500018 | かんたん手続き | 量販チャネルコード入力時にMARS A003を参照し業務別受付可否を画面メニューで制御する
