案件管理番号,案件名,システム名,対応内容,合計工数（人月）,工数（人月）
2025030500018,【店頭スマホサポート定額】量販チャネル追加,MARS_M00306,量販チャネルで定額加入時のインセンティブ計算用に量販受付識別情報を後続へ連携する,0.32,0.03
2025030500018,【店頭スマホサポート定額】量販チャネル追加,MARS_M00306,量販チャネルで定額解除時に業務手数料支払ルート有無を判定し支払有無を制御する,0.32,0.03
2025030500018,【店頭スマホサポート定額】量販チャネル追加,MARS_M00306,量販チャネルコードの来店予約対象設定を管理しOBS連携用の店舗区分を保持する,0.32,0.03
2025030500018,【店頭スマホサポート定額】量販チャネル追加,DWH_M00853,MARS取次店付加情報マスタA003の全項目を抽出マートへ取り込みレポート利用を可能にする,1,1
2025030500018,【店頭スマホサポート定額】量販チャネル追加,CaMP_M00053,量販チャネル受付の定額加入・サポート利用データに専用インセンティブ条件を適用可能とする,10.7,5.52
2025030500018,【店頭スマホサポート定額】量販チャネル追加,CaMP_M00053,量販チャネルでの定額解除・情報変更時の業務手数料金額を業務別に設定し計算を行う,10.7,5.18
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,新G5不適格情報DBから自社要注意者情報をダウンロード可能とする機能追加,1.6,0.27
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,新G5不適格情報DBからホワイトリスト情報をダウンロード可能とする機能追加,1.6,0.27
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,新G5不適格情報DBから不正加入者NTT番号情報をダウンロード可能とする機能追加,1.6,0.27
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,自社要注意者情報に対し大量一括削除を実行できる機能を追加,1.6,0.27
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,ホワイトリスト情報に対し大量一括削除を実行できる機能を追加,1.6,0.27
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,審査PF_M00555,不正加入者NTT番号情報に対し大量一括削除を実行できる機能を追加,1.6,0.25
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,CCOC_M00321,不適格情報ダウンロード画面を追加し対象情報種別を選択して抽出可能とする改修,0.1,0.02
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,CCOC_M00321,不適格情報一括削除画面を追加し選択データを削除実行できる機能を追加,0.1,0.02
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,CCOC_M00321,削除対象データの確認用一覧表示機能を追加し削除前確認を可能とする改修,0.1,0.02
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,CCOC_M00321,削除実行ログを記録し削除履歴を追跡可能とするログ出力機能追加,0.1,0.02
2025031300009,【審査】（CCOC）不適格情報の抽出および削除機能追加,CCOC_M00321,不適格情報ダウンロード結果をCSV形式で保存できる出力機能の追加,0.1,0.02
2025041400020,【DWH】見込顧客登録実績マートのカラムの追加,DWH_M00853,見込顧客登録実績マートL2層に予備空カラム50個を追加定義,1,0.5
2025041400020,【DWH】見込顧客登録実績マートのカラムの追加,DWH_M00853,見込顧客登録実績マートL3層に予備空カラム50個を追加定義,1,0.5
2025041600014,【YM】OLS予約機能開発,OLS_M00494,SBOLS側APIにYMブランド向け予約受付インターフェースを追加,34.04,5.3
2025041600014,【YM】OLS予約機能開発,OLS_M00494,予約管理画面にブランド判定を追加しYM予約のみ参照・操作可能とする,34.04,3.46
2025041600014,【YM】OLS予約機能開発,OLS_M00494,予約管理画面で予約データ検索・参照・修正（メールアドレス）・キャンセル機能を実装,34.04,6.93
2025041600014,【YM】OLS予約機能開発,OLS_M00494,在庫割当画面にて予約番号単位に本申込可能フラグ付与処理を実装,34.04,2.75
2025041600014,【YM】OLS予約機能開発,OLS_M00494,YM向け本申込案内メール送信トリガーとCindyM連携用パラメータ出力を追加,34.04,4.07
2025041600014,【YM】OLS予約機能開発,OLS_M00494,予約キャンセル・キャンセル取り消し時のステータス更新とメール連携制御を追加,34.04,4.07
2025041600014,【YM】OLS予約機能開発,OLS_M00494,予約台数制限ロジックをMARS予約管理マスタ参照で実行する処理を実装,34.04,3.46
2025041600014,【YM】OLS予約機能開発,OLS_M00494,障害時に予約受付レジ・予約管理画面を一括閉塞する制御フラグを実装,34.04,4
2025041600014,【YM】OLS予約機能開発,NFA_M00632,予約経由本申込の申込情報を受信し既存本申込フローへ連携するIFを拡張,25.33,6.82
2025041600014,【YM】OLS予約機能開発,NFA_M00632,予約番号と本申込受付番号の紐づけを管理しDWH向けに連携する項目を追加,25.33,5.66
2025041600014,【YM】OLS予約機能開発,NFA_M00632,発売日以降着となる出荷日制御ロジックを既存機能を利用して適用,25.33,6.98
2025041600014,【YM】OLS予約機能開発,NFA_M00632,AppleCare連携用の審査フラグを本申込データに付与しCCOCへ連携,25.33,2.43
2025041600014,【YM】OLS予約機能開発,NFA_M00632,予約制御関連マートへの「予約データであること」を示す項目連携を追加,25.33,3.44
2025041600014,【YM】OLS予約機能開発,CindyM_M00648,予約完了メールのテンプレートをYM向けに新設し自動配信を実装,0.4,0.04
2025041600014,【YM】OLS予約機能開発,CindyM_M00648,本申込依頼メール・リマインドメール・期限切れキャンセルメール配信を実装,0.4,0.06
2025041600014,【YM】OLS予約機能開発,CindyM_M00648,予約キャンセルメール・キャンセル復活メールのテンプレートと配信ロジックを追加,0.4,0.05
2025041600014,【YM】OLS予約機能開発,CindyM_M00648,入荷お待たせメール配信用テンプレートを新設し任意配信を可能とする,0.4,0.06
2025041600014,【YM】OLS予約機能開発,CindyM_M00648,COP補完NGや名寄せNG時の通知メール/SMS配信ロジックを実装,0.4,0.19
2025041600014,【YM】OLS予約機能開発,SCMOne_M00403,直送予約分の在庫確保・登録情報をKintoneおよびDWHへ連携するIFを整備,0.6,0.19
2025041600014,【YM】OLS予約機能開発,SCMOne_M00403,本申込完了・通常販売時に在庫枠（本申込枠・通常枠）の増減を制御する処理を維持,0.6,0.41
2025041600014,【YM】OLS予約機能開発,DWH_M00853,新マート「D_YM_全CHANNEL移動機予約」を新設しYM予約データを格納,3.2,1
2025041600014,【YM】OLS予約機能開発,DWH_M00853,n_nfa申込基本・b_ors_オンライン移動機予約等からYMブランド区別ロジックを実装,3.2,1.3
2025041600014,【YM】OLS予約機能開発,DWH_M00853,予約番号に紐づく本申込ステータス項目を追加し分析可能なスキーマを実装,3.2,0.9
2025050800007,【店頭スマホサポート定額】メール配信条件追加,DWH_M00853,D_店スマSP特典_発行シートに加入時回線S#項目を追加連携し配信条件判定に利用,3.3,1.65
2025050800007,【店頭スマホサポート定額】メール配信条件追加,DWH_M00853,D_店スマSP特典_利用シートに加入時回線S#項目を追加連携し配信条件判定に利用,3.3,1.65
2025050800007,【店頭スマホサポート定額】メール配信条件追加,CindyM_M00648,定期点検・継続利用特典メール配信時に「回線あり」顧客プロファイル条件でSMS対象を抽出,1,1
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,伝票詳細画面のメール送信履歴に再送ボタンを追加し再送処理を実行する機能を追加,6.3,0.5
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,再送ボタン押下時に再送確認ポップアップを表示しユーザー確認後に送信実行する処理を追加,6.3,0.25
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,再送メール送信完了後に再送処理完了メッセージを表示する送信完了画面を追加,6.3,0.19
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,メール送信履歴に再送メールとして識別可能な履歴行を追加し再送ボタンは表示しないよう変更,6.3,0.28
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,伝票詳細画面に臨時メール送信登録エリアを追加しプルダウン選択でテンプレートを指定できるよう追加,6.3,0.53
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,臨時メール用テンプレート30〜45種のプルダウン表示と選択されたテンプレート番号の保持処理を追加,6.3,0.45
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,臨時メール送信時にオンライン受付番号や契約者氏名など各種パラメータをCindyM_M00648へ連携する処理を追加,6.3,0.57
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,臨時メール送信時に送信確認ポップアップを表示しテンプレート番号と文言を確認後送信する処理を追加,6.3,0.3
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,臨時メール送信完了後にテンプレート番号付きの送信完了メッセージを表示する画面を追加,6.3,0.23
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,臨時メール送信履歴を伝票詳細画面に送信日時・テンプレート名付きで表示し再送ボタンを非表示とする変更,6.3,0.37
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,申込メニュー内に一括臨時メール送信メニューを新設し一括送信用画面へ遷移する機能を追加,6.3,0.42
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,一括臨時メール送信画面で予約番号／オンライン受付番号CSVをアップロードし配信対象抽出する処理を追加,6.3,0.66
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,一括臨時メール送信時に選択テンプレートと送信件数を表示する確認ポップアップを追加,6.3,0.27
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,一括臨時メール送信完了後に送信件数付きの完了メッセージを表示する画面を追加,6.3,0.2
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,一括臨時メール送信で配信した履歴を伝票詳細画面に表示し対象テンプレート内容を参照できるように変更,6.3,0.49
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,OLS_M00494,OLS管理画面の権限パターンに応じて再送・臨時・一括臨時メール各機能の利用可否を制御するロジックを追加,6.3,0.59
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,CindyM_M00648,OLS_M00494から受け取ったテンプレート番号とパラメータを用いてEメールおよびSMSを配信する処理を追加,0.6,0.2
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,CindyM_M00648,臨時メールテンプレートにオンライン受付番号や商品表示名など受信パラメータを差し込む機能を追加,0.6,0.12
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,CindyM_M00648,臨時メールテンプレートごとにEメール用オファーIDとSMS用オファーIDを管理し配信に利用する処理を追加,0.6,0.12
2025051300002,【OLS】メール再送信機能・臨時メール送信機能開発,CindyM_M00648,MMS送信可否について仕様検討結果を反映した配信チャネル制御ロジックを追加,0.6,0.16
2025051500010,【OLS】家族割 受付対応,OLS_M00494,申込プラン選択画面に新みんな家族割のサービス選択項目を追加する,84.18,5.8
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割申込時に対象プラン選択時のみ家族割項目を表示し非対象プランでは非表示制御を行う,84.18,4.97
2025051500010,【OLS】家族割 受付対応,OLS_M00494,情報入力画面に家族割主回線電話番号入力欄と契約者本人/家族選択欄を追加する,84.18,4.55
2025051500010,【OLS】家族割 受付対応,OLS_M00494,入力された主回線MSNを自網/他網判定し他網の場合はアラートメッセージを表示する,84.18,3.73
2025051500010,【OLS】家族割 受付対応,OLS_M00494,申込確認画面に家族割申込内容（主回線MSN・名義区分など）を表示する,84.18,2.9
2025051500010,【OLS】家族割 受付対応,OLS_M00494,申込完了メールなどOLS既存メールに家族割申込情報を追記して配信する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割申込時にCCOCへの審査依頼データを生成し送信するインタフェースを実装する,84.18,7.04
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割事前審査結果を受信し家族割のみ破棄または回線契約継続を制御するロジックを追加する,84.18,7.04
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割申込時に対象プラン判定ロジックを実装し対象外プラン時は家族割申込不可とする,84.18,4.14
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割代表回線をMSN・氏カナ・生年月日の三点一致で照合し不一致時は家族割NGとする,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,申込回線と既存回線の契約者姓と住所IDを照合し条件不一致時は家族割申込を外して進行する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,家族割申込時に申込回線と既存回線の名義一致有無を判定しオンライン同意要否を分岐制御する,84.18,3.73
2025051500010,【OLS】家族割 受付対応,OLS_M00494,オンライン同意が必要な案件に対し招待コードを発行し申込回線へメール送信する処理を追加する,84.18,3.73
2025051500010,【OLS】家族割 受付対応,OLS_M00494,既存回線向けオンライン同意サイトURLを生成しCindyM経由SMS送信用データを作成する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,オンライン同意招待コードの10日有効期限と5回誤入力時30分ロック処理を管理する,84.18,2.9
2025051500010,【OLS】家族割 受付対応,OLS_M00494,オンライン同意完了／期限切れキャンセル連携を受け回線申込ステータスを更新する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,OLS個人ページに家族割契約情報（代表/メンバー・グループIDなど）を照会表示する,84.18,4.55
2025051500010,【OLS】家族割 受付対応,OLS_M00494,管理画面にオンライン同意結果および家族割主回線の契約者情報を表示項目として追加する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,管理画面伝票詳細/案件検索結果に家族割関連項目および審査NG理由コードを追加表示する,84.18,3.31
2025051500010,【OLS】家族割 受付対応,OLS_M00494,日報出力に家族割申込有無やオンライン同意結果カラムを追加し出力値定義を変更する,84.18,2.9
2025051500010,【OLS】家族割 受付対応,OLS_M00494,GA計測用に家族割選択イベントと関連カスタムディメンションを送信する機能を追加する,84.18,3.03
2025051500010,【OLS】家族割 受付対応,CCOC_M00321,OLSからの家族割審査依頼を受信し新みんな家族割対象プラン判定ロジックで審査を行う,10.28,2.84
2025051500010,【OLS】家族割 受付対応,CCOC_M00321,既存回線の家族割加入状態と同G#内回線数10回線チェックを事前審査で実施する,10.28,1.45
2025051500010,【OLS】家族割 受付対応,CCOC_M00321,既存回線の家族割代表/メンバー区分と情報変更不可状態をチェックしNG時は家族割不可とする,10.28,1.36
2025051500010,【OLS】家族割 受付対応,CCOC_M00321,家族割申込のみ破棄し回線のみ続行する結果コードをOLSへ返却するインタフェースを実装する,10.28,2.53
2025051500010,【OLS】家族割 受付対応,CCOC_M00321,オンライン同意時の家族関係チェック結果を保持し後送り審査の判断材料として利用する,10.28,2.1
2025051500010,【OLS】家族割 受付対応,CindyM_M00648,OLS申込完了時に家族割同意取得用メールを申込回線宛に送信するテンプレートを新設する,0.8,0.03
2025051500010,【OLS】家族割 受付対応,CindyM_M00648,オンライン同意用招待コードとOSSリンクを既存回線宛SMSで送信するメッセージを新設する,0.8,0.03
2025051500010,【OLS】家族割 受付対応,CindyM_M00648,招待コード再送要求時に初回コードを踏襲し同一内容でメール/SMS再送を行う機能を追加する,0.8,0.03
2025051500010,【OLS】家族割 受付対応,CindyM_M00648,家族割申込不可や審査NG時に理由文言を出し分けた案内メールを申込回線へ配信する,0.8,0.34
2025051500010,【OLS】家族割 受付対応,CindyM_M00648,オンライン同意未取得により回線契約キャンセル時のキャンセル通知SMS配信機能を追加する,0.8,0.37
2025051500010,【OLS】家族割 受付対応,NFA_M00632,OLSからの家族割申込情報を受領し後続の課金・契約情報連携に必要な属性を保持する,9.4,9.4
2025051500010,【OLS】家族割 受付対応,Veritas_M00413,家族割関連の審査・契約情報を参照し与信・審査結果管理テーブルに追加項目を定義する,4.2,4.2
2025051500010,【OLS】家族割 受付対応,DWH_M00853,既存マートb_nfa_mysb_家族割引履歴に事業者コード003と同意種別001のレコードを連携する,0.3,0.06
2025051500010,【OLS】家族割 受付対応,DWH_M00853,家族割同意履歴を抽出可能とするため家族割申込経路やオンライン同意有無の項目を追加する,0.3,0.24
2025051500010,【OLS】家族割 受付対応,KIIRO_M00487,新みんな家族割の情報を料金一覧とCP別紙に印字・格納する帳票出力ロジックを追加する,0.2,0.2
2025052000012,【店頭スマホサポート定額】操作案内内容メニュー化,DWH_M00853,マートD_設定サポート_実績に有料・無料別の操作案内メニュー項目を新設し子メニュー名を格納する処理追加,2,2
2025052000012,【店頭スマホサポート定額】操作案内内容メニュー化,MARS_M00306,店頭スマホサポート用マスタで親「操作案内」に子メニューを設定可能とする項目と管理画面を追加,1.02,0.21
2025052000012,【店頭スマホサポート定額】操作案内内容メニュー化,MARS_M00306,項目編集機能にオンデマンドチェックを実装し更新時に子メニュー数が21個以上か判定しアラート出力,1.02,0.14
2025052000012,【店頭スマホサポート定額】操作案内内容メニュー化,MARS_M00306,夜間バッチで子メニュー数を毎日18時にチェックし21個以上の場合に業務担当へメール通知する機能追加,1.02,0.67
2025052600005,【OLS】複数台連続申込,OLS_M00494,カート画面に端末追加機能を実装し、端末を複数台カートインできるよう変更する,26.1,1.56
2025052600005,【OLS】複数台連続申込,OLS_M00494,カート画面で端末とアクセサリを同一カートに同時追加可能とする制御を追加する,26.1,0.89
2025052600005,【OLS】複数台連続申込,OLS_M00494,カート機能で端末同時購入を1台制限としつつカートイン上限3商品を現行仕様で維持する,26.1,0.59
2025052600005,【OLS】複数台連続申込,OLS_M00494,複数台同時申込における1申込あたり回線上限数のパラメータを申込ロジックに追加する,26.1,0.55
2025052600005,【OLS】複数台連続申込,OLS_M00494,複数端末をカートに入れた際、各回線ごとにプラン選択項目を表示し設定可能にする,26.1,1.08
2025052600005,【OLS】複数台連続申込,OLS_M00494,アクセサリ選択画面で各回線の端末に紐づくアクセサリを個別に選択できるUIを追加する,26.1,0.82
2025052600005,【OLS】複数台連続申込,OLS_M00494,契約種別選択画面で複数回線分の契約区分と家族割適用の有無を一括で設定可能とする,26.1,0.71
2025052600005,【OLS】複数台連続申込,OLS_M00494,契約種別組合せ表に基づき1回線目と2回線目の契約種別申込可否を制御するロジックを追加する,26.1,0.75
2025052600005,【OLS】複数台連続申込,OLS_M00494,商材組合せ表に基づき端末種別とSIM単の2回線目申込可否を制御するバリデーションを実装する,26.1,0.69
2025052600005,【OLS】複数台連続申込,OLS_M00494,プラスワン申込フローで1回線目完了画面から2回線目申込導線を表示する家族割訴求バナーを追加する,26.1,0.43
2025052600005,【OLS】複数台連続申込,OLS_M00494,プラスワン申込時に1回線目の本人確認結果を2回線目口座へコピーする処理を情報入力基盤へ追加する,26.1,0.94
2025052600005,【OLS】複数台連続申込,OLS_M00494,機種変更プラスワン申込でCASIS認証条件を満たす場合に本人確認アップロードをスキップする制御を追加する,26.1,0.85
2025052600005,【OLS】複数台連続申込,OLS_M00494,情報入力画面で契約種別が機種変更・番号移行の場合に契約者情報を既存契約情報から自動フィルインする,26.1,0.87
2025052600005,【OLS】複数台連続申込,OLS_M00494,複数同時申込で各回線の使用者情報を回線単位で個別入力させるフォーム構成を追加する,26.1,0.64
2025052600005,【OLS】複数台連続申込,OLS_M00494,規約同意画面で各回線固有注意事項を個別表示し共通注意文言をまとめて表示するレイアウトに変更する,26.1,0.41
2025052600005,【OLS】複数台連続申込,OLS_M00494,確認画面で回線毎の料金内訳と合計金額を分けて表示し家族割割引額を明示する表示ロジックを実装する,26.1,0.66
2025052600005,【OLS】複数台連続申込,OLS_M00494,申込登録処理で1回線目と2回線目について申込番号を別採番し相互の紐づきIDを保持するテーブル項目を追加する,26.1,1.01
2025052600005,【OLS】複数台連続申込,OLS_M00494,支払方法入力画面で複数回線申込時に支払方法を共通選択とし異なる支払方法を選択不可にする制御を追加する,26.1,0.48
2025052600005,【OLS】複数台連続申込,OLS_M00494,審査連携処理で複数回線申込時に各申込番号単位でCCOC_M00321へ個別に審査リクエストを送信する,26.1,1.05
2025052600005,【OLS】複数台連続申込,OLS_M00494,配送情報登録処理で回線毎に個別配送伝票を作成し配送料も回線単位で課金するロジックを追加する,26.1,0.75
2025052600005,【OLS】複数台連続申込,OLS_M00494,完了メール配信機能で複数同時申込時も回線毎に個別の申込完了メールを送信するようテンプレートを分割する,26.1,0.5
2025052600005,【OLS】複数台連続申込,OLS_M00494,管理画面に複数同時申込で紐づいた回線一覧を表示する項目を追加し検索条件に連携IDを追加する,26.1,0.69
2025052600005,【OLS】複数台連続申込,OLS_M00494,電話番号入力画面で連絡先電話番号が自網か他網かに応じて完了画面導線を出し分けるロジックを追加する,26.1,0.37
2025052600005,【OLS】複数台連続申込,OLS_M00494,家族割申込時にカートで最初に追加された端末をデフォルト代表回線として設定するロジックを追加する,26.1,0.34
2025052600005,【OLS】複数台連続申込,OLS_M00494,家族割申込画面で代表回線MSNを変更可能な選択UIを用意しユーザーが代表回線を任意変更できるようにする,26.1,0.62
2025052600005,【OLS】複数台連続申込,OLS_M00494,家族割申込時に既存代表回線MSN入力欄を設けCASIS認証情報から氏名カナと生年月日を自動反映する,26.1,0.66
2025052600005,【OLS】複数台連続申込,OLS_M00494,家族割申込時に代表回線のプラン条件や家族割加入上限を事前審査結果に基づき画面上でエラー表示する,26.1,0.59
2025052600005,【OLS】複数台連続申込,OLS_M00494,家族割申込不可で回線契約のみ継続された場合に申込回線へ家族割申込不可メールを送信する機能を追加する,26.1,0.5
2025052600005,【OLS】複数台連続申込,OLS_M00494,プラスワン連続申込の対象契約種別・商材組合せマトリクスに基づき2回線目受付可否を制御する判定処理を実装する,26.1,0.85
2025052600005,【OLS】複数台連続申込,OLS_M00494,下取り案内を申込完了後の画面で表示し複数同時申込でも回線毎に下取り案内を行う導線を追加する,26.1,0.46
2025052600005,【OLS】複数台連続申込,OLS_M00494,複数台専用ページから端末とプランを2回線分選択し年間割引額シミュレーション結果を表示する画面を新設する,26.1,1.24
2025052600005,【OLS】複数台連続申込,OLS_M00494,複数台専用ページから「まとめてカートに入れる」操作で2回線分端末とプランを一括カートインする処理を追加する,26.1,0.96
2025052600005,【OLS】複数台連続申込,OLS_M00494,カートから流入したプラスワン申込時のみ家族割訴求バナーを表示する条件分岐を追加する,26.1,0.3
2025052600005,【OLS】複数台連続申込,OLS_M00494,プラスワン申込でiPadやウェアラブル等プラスワン端末を表示し本人確認書類複製による手続き簡略文言を表示する,26.1,0.46
2025052600005,【OLS】複数台連続申込,OLS_M00494,プラスワン申込で1回線目と2回線目の契約種別に応じて本人確認スキップ条件をCASIS結果に基づき判定する,26.1,0.8
2025052600005,【OLS】複数台連続申込,OLS_M00494,統合履歴連携用IFで2回線目に「複数台（連続）申込の本人確認スキップ」文言を自動登録する項目を追加する,26.1,0.55
2025052600005,【OLS】複数台連続申込,OLS_M00494,OLS管理システム上でプラスワン対象申込を特定できるフラグを申込データに付与する機能を追加する,26.1,0.48
2025052600005,【OLS】複数台連続申込,DWH_M00853,b_ols_オンライン申込情報allマートに本人確認書類コピー有無フラグ項目を追加しコピー時のみ有を出力する,1.2,1.2
2025052600005,【OLS】複数台連続申込,CCOC_M00321,複数回線申込時に本人確認スキップフラグを受領し対象申込の本人確認書類審査をスキップするロジックを追加する,6.67,2.43
2025052600005,【OLS】複数台連続申込,CCOC_M00321,本人確認スキップ時に対外新規だが本人確認未実施であることを示すフラグを審査結果として連携する,6.67,2.13
2025052600005,【OLS】複数台連続申込,CCOC_M00321,複数回線申込の1回線目と2回線目を個別に審査し片方不備キャンセルでも他方開通可能とする判定ロジックを追加する,6.67,2.11
2025053000010,【OLS】追加新規申込,OLS_M00494,追加新規申込フローにログイン認証画面を追加し、契約者同一時のみログインを必須化,50.96,6.27
2025053000010,【OLS】追加新規申込,OLS_M00494,ログイン回線の料金プラン・家族割加入有無・代表判定・G#内回線数を照会し申込可否を制御,50.96,7.11
2025053000010,【OLS】追加新規申込,OLS_M00494,家族割未加入時にログイン回線と申込回線で新規家族グループを作成する処理を追加,50.96,5.86
2025053000010,【OLS】追加新規申込,OLS_M00494,家族割代表回線かつ10回線未満の場合に既存家族グループへ申込回線を追加登録する処理を追加,50.96,5.69
2025053000010,【OLS】追加新規申込,OLS_M00494,家族割非代表または10回線満了時に家族割申込不可エラーを表示し専用フローに遷移させる制御を追加,50.96,4.77
2025053000010,【OLS】追加新規申込,OLS_M00494,ログイン回線の初回契約時氏名・住所と現在情報の差分有無確認画面を追加し同意取得を行う,50.96,5.19
2025053000010,【OLS】追加新規申込,OLS_M00494,氏名・住所変更なしの場合に本人確認書類アップロード画面をスキップする分岐ロジックを追加,50.96,4.02
2025053000010,【OLS】追加新規申込,OLS_M00494,ログイン回線のC#・B#が申込回線と同一の場合のみC#/B#引継ぎを行うコピー機能を追加,50.96,5.35
2025053000010,【OLS】追加新規申込,OLS_M00494,本人確認スキップ時に本人確認なしフラグ・同意情報を申込データに格納し後続連携用に保持,50.96,6.7
2025053000010,【OLS】追加新規申込,CCOC_M00321,本人確認なしフラグ受領時に本人確認書類審査をスキップする審査ロジックを追加,5.8,3.62
2025053000010,【OLS】追加新規申込,CCOC_M00321,家族割申込回線の事前審査でG#内回線数上限10回線をチェックしNG時にエラー返却を行う,5.8,2.18
2025053000010,【OLS】追加新規申込,Veritas_M00413,追加新規における家族割グループ作成・追加・本人確認スキップ状態を契約情報として保持,0.7,0.7
2025053000010,【OLS】追加新規申込,DWH_M00853,b_nfa_mysb_家族割引履歴マートに家族割オンライン同意の既存項目を利用してデータ格納,1.4,0.59
2025053000010,【OLS】追加新規申込,DWH_M00853,b_ols_オンライン申込情報allマートに本人確認スキップフラグ・同意情報項目を新設し連携,1.4,0.59
2025053000010,【OLS】追加新規申込,DWH_M00853,b_ols_オンライン申込情報allマートにプランコピー有無・オプションコピー有無項目を新設,1.4,0.22
2025053000010,【OLS】追加新規申込,CASIS_M00125,追加新規時のログイン認証機能を拡張しOLSからの認証要求・結果返却IFを実装,3.75,3.75
2025053000010,【OLS】追加新規申込,COP_M00365,ログイン回線の初回契約時氏名・住所と現在情報の照会ロジックをYM仕様に準拠して実装,1.5,1.5
2025060900061,【審査】顔照合AI審査のイメ－ジ連携方式変更(CL残分対応),CCOC_M00321,直審査H01向けイメージファイルをSCCMに配置する処理を追加実装,2.89,0.58
2025060900061,【審査】顔照合AI審査のイメ－ジ連携方式変更(CL残分対応),CCOC_M00321,審査PFからCCOC受付NASへのマウントを解除しイメージ参照経路を変更,2.89,2.31
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,機種変更時プラン選択画面にペイトクシミュレーション表示機能を追加実装,10.1,2.13
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,契約区分別プランバナー表示ロジックをペイトク訴求パターンと連動する処理へ変更,10.1,1.5
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,プラン選択の選択肢を「既存プラン継続」と「ペイトク無制限」の2択に制限する制御を追加,10.1,1.25
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,機種変更時契約区分画面からPayPay利用額ヒアリング項目を削除し入力不可とする,10.1,0.38
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,純新規・MNP・番号移行申込フローで＋10%訴求を表示するバナー出し分け機能を追加,10.1,1.63
2025072900007,【OLS】ペイトク訴求強化,OLS_M00494,MySB同等のペイトク訴求コピーをABテストできる文言切替機能を訴求パーツに実装,10.1,3.21
2025072900007,【OLS】ペイトク訴求強化,Similis_M00817,OLS向けに利用者の前月PayPay決済額をAPI連携し返却するインターフェースを追加,3.45,1.55
2025072900007,【OLS】ペイトク訴求強化,Similis_M00817,OLS連携用にペイトク訴求対象判定で必要なPayPay利用額取得バッチ処理を追加,3.45,1.9
2025072900007,【OLS】ペイトク訴求強化,DWH_M00853,b_ols_オンライン申込情報allマートにペイトク訴求パターン項目を新設し格納ロジックを実装,2.2,0.53
2025072900007,【OLS】ペイトク訴求強化,DWH_M00853,OLSから連携されるペイトク訴求パターンを日報データに出力するETL処理を追加,2.2,1.67
2025080500010,【NFA改善枠】eSIM端末セット受付チャネルの拡張①（YJ）,NFA_M00632,本登録チャネルマスタに新取次店チャネルを追加定義し強制開通日等を設定,2.11,1.06
